OBJECTID,ADDRESSTBL,BIN,ST_NUMBER,STREET,TYPE,NAME,DESCRIP,MAX_HEIGHT,COMMENT,STATUS,CONDITION
44811,Y,1479930,2410,HILLWOOD PL, , , , , , , 
44812,Y,1409931,1949,MICHAEL PL, , , , , , , 
44813,Y,1529933,2319,TARLETON DR, , , , , , , 
44814,Y,1469934,2408,HILLWOOD PL, , , , , , , 
44815,Y,1509935,1084,RIO RD E, , , , , , , 
44816,Y,1439936,2406,HILLWOOD PL, , , , , , , 
44817,Y,1519937,2415,BROOK RD, , , , , , , 
44818,Y,1459938,2505,HILLWOOD PL, , , , , , , 
44819,Y,1499939,2318,TARLETON DR, , , , , , , 
44820,Y,1489942,1951,MICHAEL PL, , , , , , , 
44821,Y,1549943,2222,BRANDYWINE DR, , , , , , , 
44822,Y,1539945,1101,SEMINOLE TRL, , , , , , , 
44823,Y,1559946,2414,HILLWOOD PL, , , , , , , 
44824,Y,1569947,1940,MICHAEL PL, , , , , , , 
44825,Y,1629949,1946,MICHAEL PL, , , , , , , 
44826,Y,1589950,2302,GREENBRIER DR, , , , , , , 
44827,Y,1639951,2317,TARLETON DR, , , , , , , 
44828,Y,1579952,2316,TARLETON DR, , , , , , , 
44829,Y,1619953,100,WILSON CT, , , , , , , 
44830,Y,1609955,2415,KERRY LN, , , , , , , 
44831,Y,1599956,2507,HILLWOOD PL, , , , , , , 
44832,Y,1719958,2225,GREENBRIER DR, , , , , , , 
44833,Y,1649960,1080,RIO RD E, , , , , , , 
44834,Y,1659961,2413,BROOK RD, , , , , , , 
44835,Y,1679962,2218,BRANDYWINE DR, , , , , , , 
44836,Y,1699963,1948,MICHAEL PL, , , , , , , 
44837,Y,1669965,2500,HILLWOOD PL, , , , , , , 
44838,Y,1739969,2315,TARLETON DR, , , , , , , 
44839,Y,1709970,2314,TARLETON DR, , , , , , , 
44840,Y,1729971,2502,HILLWOOD PL, , , , , , , 
44841,Y,1689972,2312,BANBURY ST, , , , , , , 
44842,Y,1839976,2223,GREENBRIER DR, , , , , , , 
44843,Y,1759977,103,WILSON CT, , , , , , , 
44844,Y,1749980,2412,BROOK RD, , , , , , , 
44845,Y,1849981,2413,KERRY LN, , , , , , , 
44846,Y,1819982,2504,HILLWOOD PL, , , , , , , 
44847,Y,1799983,2411,BROOK RD, , , , , , , 
44848,Y,1769984,2209,BRANDYWINE DR, , , , , , , 
44849,Y,1779988,2509,HILLWOOD PL, , , , , , , 
44850,Y,1859989,102,WILSON CT, , , , , , , 
44851,Y,1809991,2310,BANBURY ST, , , , , , , 
44852,Y,1869992,1070,RIO RD E, , , , , , , 
44853,Y,1879994,2214,BRANDYWINE DR, , , , , , , 
44854,Y,1829995,2312,TARLETON DR, , , , , , , 
44855,Y,1889996,2313,TARLETON DR, , , , , , , 
44856,Y,1929999,2412,KERRY LN, , , , , , , 
44857,Y,18910001,2226,GREENBRIER DR, , , , , , , 
44858,Y,19110003,105,WILSON CT, , , , , , , 
44859,Y,19510007,1149,SEMINOLE TRL, , , , , , , 
44860,Y,19810008,2409,BROOK RD, , , , , , , 
44861,Y,19710009,2511,HILLWOOD PL, , , , , , , 
44862,Y,19410010,2310,TARLETON DR, , , , , , , 
44863,Y,19910011,2506,HILLWOOD PL, , , , , , , 
44864,Y,19610012,2410,BROOK RD, , , , , , , 
44865,Y,19310013,2308,BANBURY ST, , , , , , , 
44866,Y,19010014,2207,BRANDYWINE DR, , , , , , , 
44867,Y,20110015,104,WILSON CT, , , , , , , 
44868,Y,20310017,2221,GREENBRIER DR, , , , , , , 
44869,Y,20010019,2411,KERRY LN, , , , , , , 
44870,Y,20410020,2311,TARLETON DR, , , , , , , 
44871,Y,20510021,2212,BRANDYWINE DR, , , , , , , 
44872,Y,21110023,2408,KERRY LN, , , , , , , 
44873,Y,21310026,107,WILSON CT, , , , , , , 
44874,Y,20810028,2306,BANBURY ST, , , , , , , 
44875,Y,21810029,2508,HILLWOOD PL, , , , , , , 
44876,Y,20910030,2205,BRANDYWINE DR, , , , , , , 
44877,Y,21410031,2513,HILLWOOD PL, , , , , , , 
44878,Y,20210032,2407,BROOK RD, , , , , , , 
44879,Y,21910033,2224,GREENBRIER DR, , , , , , , 
44880,Y,21610034,2408,BROOK RD, , , , , , , 
44881,Y,21710035,106,WILSON CT, , , , , , , 
44882,Y,20610038,2309,BANBURY ST, , , , , , , 
44883,Y,21510039,2309,TARLETON DR, , , , , , , 
44884,Y,20710040,101,GREENBRIER TER, , , , , , , 
44885,Y,22510042,2219,GREENBRIER DR, , , , , , , 
44886,Y,22010044,108,WILSON CT, , , , , , , 
44887,Y,22710049,2409,KERRY LN, , , , , , , 
44888,Y,22910050,2304,BANBURY ST, , , , , , , 
44889,Y,22310051,2208,BRANDYWINE DR, , , , , , , 
44890,Y,21010054,1025,SEMINOLE TRL, , , , , , , 
44891,Y,22610056,2406,KERRY LN, , , , , , , 
44892,Y,23510058,2307,BANBURY ST, , , , , , , 
44893,Y,23010060,1661,BRANDYWINE DR, , , , , , , 
44894,Y,23610062,2203,BRANDYWINE DR, , , , , , , 
44895,Y,24510063,2510,HILLWOOD PL, , , , , , , 
44896,Y,25110064,2222,GREENBRIER DR, , , , , , , 
44897,Y,1420010065,200,SEMINOLE CT, , , , , , , 
44898,Y,23410066,120,SEMINOLE CT, , , , , , , 
44899,Y,23310067,1669,BRANDYWINE DR, , , , , , , 
44900,Y,23810068,2305,TARLETON DR, , , , , , , 
44901,Y,22410069,2403,BROOK RD, , , , , , , 
44902,Y,25610070,2217,GREENBRIER DR, , , , , , , 
44903,Y,24210071,2515,HILLWOOD PL, , , , , , , 
44904,Y,24310073,1671,BRANDYWINE DR, , , , , , , 
44905,Y,21010074,384+,HILLSDALE DR, , , , , , , 
44906,Y,25010075,2302,BANBURY ST, , , , , , , 
44907,Y,25310077,2206,BRANDYWINE DR, , , , , , , 
44908,Y,25410080,2407,KERRY LN, , , , , , , 
44909,Y,25210081,1663,BRANDYWINE DR, , , , , , , 
44910,Y,25810082,2305,BANBURY ST, , , , , , , 
44911,Y,24710083,1916+,CEDAR HILL RD, , , , , , , 
44912,Y,26210084,105,GREENBRIER TER, , , , , , , 
44913,Y,26310088,2304,TARLETON DR, , , , , , , 
44914,Y,26810091,2512,HILLWOOD PL, , , , , , , 
44915,Y,25710093,2404,KERRY LN, , , , , , , 
44916,Y,26610094,2517,HILLWOOD PL, , , , , , , 
44917,Y,26110095,2201,BRANDYWINE DR, , , , , , , 
44918,Y,26010097,1914+,CEDAR HILL RD, , , , , , , 
44919,Y,27010099,102,GREENBRIER TER, , , , , , , 
44920,Y,26710100,2301,TARLETON DR, , , , , , , 
44921,Y,27310101,2220,GREENBRIER DR, , , , , , , 
44922,Y,27210103,2303,BANBURY ST, , , , , , , 
44923,Y,26910104,2405,KERRY LN, , , , , , , 
44924,Y,27510105,107,GREENBRIER TER, , , , , , , 
44925,Y,27710107,2302,TARLETON DR, , , , , , , 
44926,Y,27110108,2204,BRANDYWINE DR, , , , , , , 
44927,Y,34210110,301+,HILLSDALE DR, , , , , , , 
44928,Y,28410112,104,GREENBRIER TER, , , , , , , 
44929,Y,28510114,2402,KERRY LN, , , , , , , 
44930,Y,27410115,1912+,CEDAR HILL RD, , , , , , , 
44931,Y,29010116,109,GREENBRIER TER, , , , , , , 
44932,Y,27810117,1658,BRANDYWINE DR, , , , , , , 
44933,Y,28610118,2519,HILLWOOD PL, , , , , , , 
44934,Y,26410119,364+,HILLSDALE DR, , , , , , , 
44935,Y,29510121,2218,GREENBRIER DR, , , , , , , 
44936,Y,28310122,1667,BRANDYWINE DR, , , , , , , 
44937,Y,28810123,2514,HILLWOOD PL, , , , , , , 
44938,Y,28010124,995,SEMINOLE TRL, , , , , , , 
44939,Y,29310127,2403,KERRY LN, , , , , , , 
44940,Y,29210128,1913+,CEDAR HILL RD, , , , , , , 
44941,Y,28710129,1910+,CEDAR HILL RD, , , , , , , 
44942,Y,29110130,2200,BRANDYWINE DR, , , , , , , 
44943,Y,29410131,2300,TARLETON DR, , , , , , , 
44944,Y,28910133,2139,TARLETON DR, , , , , , , 
44945,Y,29910135,106,GREENBRIER TER, , , , , , , 
44946,Y,28210138,1662,BRANDYWINE DR, , , , , , , 
44947,Y,28110139,1655,BRANDYWINE DR, , , , , , , 
44948,Y,29710141,1831,BRANDYWINE DR, , , , , , , 
44949,Y,30110143,111,GREENBRIER TER, , , , , , , 
44950,Y,30510145,1911+,CEDAR HILL RD, , , , , , , 
44951,Y,30910146,2400,KERRY LN, , , , , , , 
44952,Y,30010148,1908,CEDAR HILL RD, , , , , , , 
44953,Y,29810150,2211,HYDRAULIC RD, , , , , , , 
44954,Y,29610151,2306+,SHELBY DR, , , , , , , 
44955,Y,31510152,2216,GREENBRIER DR, , , , , , , 
44956,Y,31110153,108,GREENBRIER TER, , , , , , , 
44957,Y,30810154,2516,HILLWOOD PL, , , , , , , 
44958,Y,24410155,2228,GREENBRIER DR,SCHOOL,Greenbrier Elementary, , , , , 
44959,Y,31210159,1656,BRANDYWINE DR, , , , , , , 
44960,Y,30710160,2137,TARLETON DR, , , , , , , 
44961,Y,31410162,113,GREENBRIER TER, , , , , , , 
44962,Y,30610163,2304,SHELBY DR, , , , , , , 
44963,Y,30210164,1901,BRANDYWINE DR, , , , , , , 
44964,Y,32110165,1833,YORKTOWN DR, , , , , , , 
44965,Y,31010166,2246,BANBURY ST, , , , , , , 
44966,Y,31810167,1909,CEDAR HILL RD, , , , , , , 
44967,Y,30410168,1653,BRANDYWINE DR, , , , , , , 
44968,Y,31610171,1917,GREENBRIER DR, , , , , , , 
44969,Y,31310173,1906,CEDAR HILL RD, , , , , , , 
44970,Y,32710174,1834,YORKTOWN DR, , , , , , , 
44971,Y,32910177,110,GREENBRIER TER, , , , , , , 
44972,Y,32510179,2302,SHELBY DR, , , , , , , 
44973,Y,32210180,1919,GREENBRIER DR, , , , , , , 
44974,Y,32310181,2138,TARLETON DR, , , , , , , 
44975,Y,32410184,1829,BRANDYWINE DR, , , , , , , 
44976,Y,33210185,1907,CEDAR HILL RD, , , , , , , 
44977,Y,32610188,2244,BANBURY ST, , , , , , , 
44978,Y,31710189,1651,BRANDYWINE DR, , , , , , , 
44979,Y,33010190,1921,GREENBRIER DR, , , , , , , 
44980,Y,33410191,2214,GREENBRIER DR, , , , , , , 
44981,Y,31910193,2135,TARLETON DR, , , , , , , 
44982,Y,33110194,2307,SHELBY DR, , , , , , , 
44983,Y,33310196,1654,BRANDYWINE DR, , , , , , , 
44984,Y,33910198,2300,SHELBY DR, , , , , , , 
44985,Y,34810199,2239+,BANBURY ST, , , , , , , 
44986,Y,34610200,112,GREENBRIER TER, , , , , , , 
44987,Y,33810204,1923,GREENBRIER DR, , , , , , , 
44988,Y,34910206,1905,CEDAR HILL RD, , , , , , , 
44989,Y,34110210,2242,BANBURY ST, , , , , , , 
44990,Y,35010211,2136,TARLETON DR, , , , , , , 
44991,Y,34310213,2308+,NORTH BERKSHIRE RD, , , , , , , 
44992,Y,34510214,1831,YORKTOWN DR, , , , , , , 
44993,Y,33710215,1649,BRANDYWINE DR, , , , , , , 
44994,Y,33610217,1902,BRANDYWINE DR, , , , , , , 
44995,Y,40110218,1652,BRANDYWINE DR, , , , , , , 
44996,Y,36010219,114,GREENBRIER TER, , , , , , , 
44997,Y,35810220,2305,SHELBY DR, , , , , , , 
44998,Y,34710222,2133,TARLETON DR, , , , , , , 
44999,Y,34410223,2001,GREENBRIER DR, , , , , , , 
45000,Y,35310224,1832,YORKTOWN DR, , ,per ADEPT early 2015, , , , 
45001,Y,35110225,1900,BRANDYWINE DR, , , , , , , 
45002,Y,36310226,2303,SHELBY DR, , , , , , , 
45003,Y,35210228,1827,BRANDYWINE DR, , , , , , , 
45004,Y,36410229,2237,BANBURY ST, , , , , , , 
45005,Y,36110230,1916,GREENBRIER DR, , , , , , , 
45006,Y,36510233,2210+,SHELBY DR, , , , , , , 
45007,Y,36210234,2306+,NORTH BERKSHIRE RD, , , , , , , 
45008,Y,36810236,1918,GREENBRIER DR, , , , , , , 
45009,Y,36610238,1920+,SWANSON DR, , , , , , , 
45010,Y,35910239,2240,BANBURY ST, , , , , , , 
45011,Y,37410240,2301,SHELBY DR, , , , , , , 
45012,Y,36910241,2003,GREENBRIER DR, , , , , , , 
45013,Y,35710242,1647,BRANDYWINE DR, , , , , , , 
45014,Y,37310244,1920,GREENBRIER DR, , , , , , , 
45015,Y,37510245,975+,SEMINOLE TRL, , , , , , , 
45016,Y,38410246,2210,GREENBRIER DR, , , , , , , 
45017,Y,38610250,1922,GREENBRIER DR, , , , , , , 
45018,Y,37610251,2307+,NORTH BERKSHIRE RD, , , , , , , 
45019,Y,37910252,2134,TARLETON DR, , , , , , , 
45020,Y,37810253,1650,BRANDYWINE DR, , , , , , , 
45021,Y,38110255,1829,YORKTOWN DR, , , , , , , 
45022,Y,36710256,2131,TARLETON DR, , , , , , , 
45023,Y,38010257,2304+,NORTH BERKSHIRE RD, , , , , , , 
45024,Y,38710258,2235,BANBURY ST, , , , , , , 
45025,Y,38910259,1830,YORKTOWN DR, , , , , , , 
45026,Y,39210260,1924,GREENBRIER DR, , , , , , , 
45027,Y,39010261,2005,GREENBRIER DR, , , , , , , 
45028,Y,38810263,2208,SHELBY DR, , , , , , , 
45029,Y,39610265,2238,BANBURY ST, , , , , , , 
45030,Y,37010266,176+,ZAN RD, , , , , , , 
45031,Y,37110267,1818,YORKTOWN DR, , , , , , , 
45032,Y,1467710268,2302+,NORTH BERKSHIRE RD, , , , , , , 
45033,Y,39310270,1918+,SWANSON DR, , , , , , , 
45034,Y,40210273,2305+,NORTH BERKSHIRE RD, , , , , , , 
45035,Y,39910274,1648,BRANDYWINE DR, , , , , , , 
45036,Y,38510275,2129,TARLETON DR, , , , , , , 
45037,Y,40810276,2211,SHELBY DR, , , , , , , 
45038,Y,41110277,2132,TARLETON DR, , , , , , , 
45039,Y,40410278,2206,SHELBY DR, , , , , , , 
45040,Y,41510279,2208,GREENBRIER DR, , , , , , , 
45041,Y,41310280,1921+,SWANSON DR, , , , , , , 
45042,Y,40610283,2233,BANBURY ST, , , , , , , 
45043,Y,40910284,2007,GREENBRIER DR, , , , , , , 
45044,Y,41410285,2000,GREENBRIER DR, , , , , , , 
45045,Y,40710286,1828,YORKTOWN DR, , , , , , , 
45046,Y,41810287,2236,BANBURY ST, , , , , , , 
45047,Y,41710289,1800+,CEDAR HILL RD, , , , , , , 
45048,Y,41610290,1827,YORKTOWN DR, , , , , , , 
45049,Y,41210291,1916+,SWANSON DR, , , , , , , 
45050,Y,39410293,1822,YORKTOWN DR, , , , , , , 
45051,Y,42310295,2209,SHELBY DR, , , , , , , 
45052,Y,41910296,1717,ESSEX RD, , , , , , , 
45053,Y,42610300,2303+,NORTH BERKSHIRE RD, , , , , , , 
45054,Y,37210301,1816,YORKTOWN DR, , , , , , , 
45055,Y,42010302,2204,SHELBY DR, , , , , , , 
45056,Y,43310303,2130,TARLETON DR, , , , , , , 
45057,Y,42510304,2009,GREENBRIER DR, , , , , , , 
45058,Y,42410305,2231,BANBURY ST, , , , , , , 
45059,Y,40510307,2127,TARLETON DR, , , , , , , 
45060,Y,43710308,2206,GREENBRIER DR, , , , , , , 
45061,Y,43510309,1919+,SWANSON DR, , , , , , , 
45062,Y,43110310,2002,GREENBRIER DR, , , , , , , 
45063,Y,43910311,2234,BANBURY ST, , , , , , , 
45064,Y,39710313,1826,YORKTOWN DR, , , , , , , 
45065,Y,42710314,1914,SWANSON DR, , , , , , , 
45066,Y,40310316,1814+,YORKTOWN DR, , , , , , , 
45067,Y,39510318,1645,BRANDYWINE DR, , , , , , , 
45068,Y,43210319,2035,INDIA RD, , , , , , , 
45069,Y,41010320,108,LINDA CT, , , , , , , 
45070,Y,44310321,1825,YORKTOWN DR, , , , , , , 
45071,Y,42210322,106,LINDA CT, , , , , , , 
45072,Y,44410324,2207,SHELBY DR, , , , , , , 
45073,Y,42910325,1715,ESSEX RD, , , , , , , 
45074,Y,44510327,2229,BANBURY ST, , , , , , , 
45075,Y,45510328,2232,BANBURY ST, , , , , , , 
45076,Y,43410329,2125,TARLETON DR, , , , , , , 
45077,Y,45010330,1917,SWANSON DR, , , , , , , 
45078,Y,44610333,2011,GREENBRIER DR, , , , , , , 
45079,Y,44910334,1805+,CEDAR HILL RD, , , , , , , 
45080,Y,45410335,2128,TARLETON DR, , , , , , , 
45081,Y,45110336,2301+,NORTH BERKSHIRE RD, , , , , , , 
45082,Y,45210337,2004,GREENBRIER DR, , , , , , , 
45083,Y,45810340,2204,GREENBRIER DR, , , , , , , 
45084,Y,45910342,104,LINDA CT, , , , , , , 
45085,Y,46610343,1813,YORKTOWN DR, , , , , , , 
45086,Y,46010344,2205,SHELBY DR, , , , , , , 
45087,Y,45610347,107+,LINDA CT, , , , , , , 
45088,Y,45710348,2200,SHELBY DR, , , , , , , 
45089,Y,42810349,1812,YORKTOWN DR, , , , , , , 
45090,Y,45310350,1720,ESSEX RD, , , , , , , 
45091,Y,369014302,501+,17TH ST NW, , , , , , , 
45092,Y,357814305,762+,MADISON AVE, , , , , , , 
45094,Y,367514317,1409+,GRADY AVE, , , , , , , 
45095,Y,370914319,712,12TH ST NW, , , , , , , 
45096,Y,1450618750,152,BAYLOR LN, ,,, ,, , 
45097,Y,24910079,1659,BRANDYWINE DR, , , , , , , 
45099,Y,497417425,301+,15TH ST NW, , , , , , , 
45100,Y,1394217476,17+,ELLIEWOOD AVE, , , , , , , 
45101,Y,1394117478,12,ELLIEWOOD AVE, , , , , , , 
45102,Y,489017226,127,CHANCELLOR ST, , , , , , , 
45103,Y,591716655,801,PAGE ST, , , , , , , 
45104,Y,594216659,814+,PAGE ST, , , , , , , 
45105,Y,595716676,810+,PAGE ST, , , , , , , 
45106,Y,597016688,808,PAGE ST, , , , , , , 
45107,Y,577916694,829,HARDY DR, , , , , , , 
45108,Y,596016702,305,7TH ST NW, , , , , , , 
45109,Y,598716724,806,PAGE ST, , , , , , , 
45110,Y,597316727,709,PAGE ST, , , , , , , 
45111,Y,600116728,804+,PAGE ST, , , , , , , 
45112,Y,600516730,300+,8TH ST NW, , , , , , , 
45113,Y,601216739,802,PAGE ST, , , , , , , 
45114,Y,600816743,707,PAGE ST, , , , , , , 
45115,Y,602716749,211,8TH ST NW, , , , , , , 
45116,Y,599516751,705,PAGE ST, , , , , , , 
45117,Y,571216418,708,WEST ST, , , , , , , 
45118,Y,569716424,721,ANDERSON ST, , , , , , , 
45119,Y,572716425,328,8TH ST NW, , , , , , , 
45120,Y,572916435,800,ANDERSON ST, , , , , , , 
45121,Y,574316442,702,WEST ST, , , , , , , 
45122,Y,575016458,324,8TH ST NW, , , , , , , 
45123,Y,571416460,717,ANDERSON ST, , , , , , , 
45124,Y,573116463,305,9TH ST NW, , , , , , , 
45125,Y,576416470,700+,WEST ST, , , , , , , 
45126,Y,570216471,802-5,ANDERSON ST, , , , , , , 
45127,Y,573716475,900,PAGE ST, , , , , , , 
45128,Y,579116492,835,PAGE ST, , , , , , , 
45129,Y,577016493,508+,PRESTON AVE, , , , , , , 
45130,Y,577216496,316,8TH ST NW, , , , , , , 
45131,Y,575116497,711,ANDERSON ST, , , , , , , 
45132,Y,574316501,702+,WEST ST, , , , , , , 
45133,Y,580216505,313,8TH ST NW, , , , , , , 
45134,Y,558016507,610+,PRESTON AVE, , , , , , , 
45135,Y,579216513,714,ANDERSON ST, , , , , , , 
45136,Y,577716515,819,PAGE ST, , , , , , , 
45137,Y,582116520,833,PAGE ST, , , , , , , 
45138,Y,577416532,709,ANDERSON ST, , , , , , , 
45139,Y,581416538,907,PAGE ST, , , , , , , 
45140,Y,580116539,817,PAGE ST, , , , , , , 
45141,Y,558016540,612+,PRESTON AVE, , , , , , , 
45142,Y,582316544,712,ANDERSON ST, , , , , , , 
45143,Y,580616548,703,ANDERSON ST, , , , , , , 
45144,Y,583616552,905,PAGE ST, , , , , , , 
45145,Y,578216555,815,PAGE ST, , , , , , , 
45146,Y,579316565,813,PAGE ST, , , , , , , 
45147,Y,585016567,903,PAGE ST, , , , , , , 
45148,Y,583316571,314,8TH ST NW, , , , , , , 
45149,Y,583216574,701,ANDERSON ST, , , , , , , 
45150,Y,585316578,710,ANDERSON ST, , , , , , , 
45151,Y,585716580,838,PAGE ST, , , , , , , 
45152,Y,581216586,811,PAGE ST, , , , , , , 
45153,Y,587516594,311,8TH ST NW, , , , , , , 
45154,Y,587316595,836,PAGE ST, , , , , , , 
45155,Y,582516608,809,PAGE ST, , , , , , , 
45156,Y,589116610,824,PAGE ST, , , , , , , 
45157,Y,584916615,807,PAGE ST, , , , , , , 
45158,Y,590716623,822,PAGE ST, , , , , , , 
45159,Y,590616627,702,ANDERSON ST, , , , , , , 
45160,Y,586216628,805,PAGE ST, , , , , , , 
45161,Y,591916638,820,PAGE ST, , , , , , , 
45162,Y,541316092,303,10 1/2 ST NW, , , , , , , 
45163,Y,540516094,1106,PAGE ST, , , , , , , 
45164,Y,540316104,315,10TH ST NW, , , , , , , 
45165,Y,549016105,222+,14TH ST NW, , , , , , , 
45166,Y,543216110,304,10 1/2 ST NW, , , , , , , 
45167,Y,518216116,1122+,JOHN ST, , , , , , , 
45168,Y,541916119,1102,PAGE ST, , , , , , , 
45169,Y,544916123,314,10TH ST NW, , , , , , , 
45170,Y,544816127,1100,PAGE ST, , , , , , , 
45171,Y,541316128,301,10 1/2 ST NW, , , , , , , 
45172,Y,543816134,313,10TH ST NW, , , , , , , 
45173,Y,543216139,302,10 1/2 ST NW, , , , , , , 
45174,Y,546516146,1060,PAGE ST, , , , , , , 
45175,Y,548316158,1058,PAGE ST, , , , , , , 
45176,Y,548016163,1019,PAGE ST, , , , , , , 
45177,Y,546816168,311,10TH ST NW, , , , , , , 
45178,Y,548016175,1009,PAGE ST, , , , , , , 
45179,Y,549616177,1056,PAGE ST, , , , , , , 
45180,Y,549016179,222+,14TH ST NW, , , , , , , 
45181,Y,548016180,1007,PAGE ST, , , , , , , 
45182,Y,543416184,217+,14TH ST NW, , , , , , , 
45183,Y,549316185,310,10TH ST NW, , , , , , , 
45184,Y,548016190,1005,PAGE ST, , , , , , , 
45185,Y,550016199,305,10TH ST NW, , , , , , , 
45186,Y,1394716202,1211+,WERTLAND ST, , , , , , , 
45187,Y,551216203,1010,PAGE ST, , , , , , , 
45188,Y,1394716212,1209+,WERTLAND ST, , , , , , , 
45189,Y,551916214,1003,PAGE ST, , , , , , , 
45190,Y,553616215,1020,PAGE ST, , , , , , , 
45191,Y,554216225,1001,PAGE ST, , , , , , , 
45192,Y,1412016229,216+,14TH ST NW, , , , , , , 
45193,Y,555716231,1006,PAGE ST, , , , , , , 
45194,Y,555516238,301,10TH ST NW, , , , , , , 
45195,Y,555816246,207+,14TH ST NW, , , , , , , 
45196,Y,1395016260,1004,PAGE ST, , , , , , , 
45197,Y,558216264,922,MORTON LN, , , , , , , 
45198,Y,1394716271,1207+,WERTLAND ST, , , , , , , 
45199,Y,1395116281,1002,PAGE ST, , , , , , , 
45200,Y,540616283,1305+,WERTLAND ST, , , , , , , 
45201,Y,1395416286,300,10TH ST NW, , , , , , , 
45202,Y,1395216302,1000,PAGE ST, , , , , , , 
45203,Y,562716304,923,PAGE ST, , , , , , , 
45204,Y,562916308,214,14TH ST NW, , , , , , , 
45205,Y,561116309,205+,14TH ST NW, , , , , , , 
45206,Y,561116321,200,15TH ST NW, , , , , , , 
45207,Y,1395516322,925,PAGE ST, , , , , , , 
45208,Y,564416323,920,PAGE ST, , , , , , , 
45209,Y,545116324,1215+,WERTLAND ST, , , , , , , 
45210,Y,1412016325,218+,14TH ST NW, , , , , , , 
45211,Y,540616328,1303+,WERTLAND ST, , , , , , , 
45212,Y,1419616334,235,10TH ST NW, , , , , , , 
45213,Y,504315756,1217,JOHN ST, , , , , , , 
45214,Y,507015759,332,11TH ST NW, , , , , , , 
45215,Y,1394415760,1300,JOHN ST, , , , , , , 
45216,Y,508015769,338,10 1/2 ST NW, , , , , , , 
45217,Y,508815776,326+,15TH ST NW, , , , , , , 
45218,Y,508315780,337,10 1/2 ST NW, , , , , , , 
45219,Y,507915785,315,14TH ST NW, , , , , , , 
45220,Y,509015790,318+,14TH ST NW, , , , , , , 
45221,Y,510715795,324,11TH ST NW, , , , , , , 
45222,Y,511615796,334,10 1/2 ST NW, , , , , , , 
45223,Y,517915802,324+,13TH ST NW, , , , , , , 
45224,Y,507715804,345,10TH ST NW, , , , , , , 
45225,Y,510915806,331,10 1/2 ST NW, , , , , , , 
45226,Y,512215818,313,14TH ST NW, , , , , , , 
45227,Y,515415821,332,10 1/2 ST NW, , , , , , , 
45229,Y,1432715827,320,11TH ST NW, , , , , , , 
45230,Y,513715830,341,10TH ST NW, , , , , , , 
45231,Y,1394415847,313+,13TH ST NW, , , , , , , 
45232,Y,514315857,318,11TH ST NW, , , , , , , 
45233,Y,518215867,1114+,JOHN ST, , , , , , , 
45234,Y,517715868,339,10TH ST NW, , , , , , , 
45235,Y,518415871,325,10 1/2 ST NW, , , , , , , 
45236,Y,1394515877,304+,14TH ST NW, , , , , , , 
45237,Y,518715889,303+,14TH ST NW, , , , , , , 
45238,Y,520615894,308,11TH ST NW, , , , , , , 
45239,Y,522715898,326-A,10 1/2 ST NW, , , , , , , 
45240,Y,521315903,323,10 1/2 ST NW, , , , , , , 
45241,Y,525815908,201+,15TH ST NW, , , , , , , 
45242,Y,521415909,329,10TH ST NW, , , , , , , 
45243,Y,522015913,312+,13TH ST NW, , , , , , , 
45244,Y,518215917,1116+,JOHN ST, , , , , , , 
45245,Y,522715920,326-B,10 1/2 ST NW, , , , , , , 
45246,Y,518715922,303-1,14TH ST NW, , , , , , , 
45247,Y,524115927,319,10 1/2 ST NW, , , , , , , 
45248,Y,521215930,1119,PAGE ST, , , , , , , 
45249,Y,526215936,320,10 1/2 ST NW, , , , , , , 
45250,Y,526115937,306,11TH ST NW, , , , , , , 
45251,Y,522415941,1117,PAGE ST, , , , , , , 
45252,Y,521015946,301,14TH ST NW, , , , , , , 
45253,Y,523515958,1115,PAGE ST, , , , , , , 
45254,Y,529915968,315,10 1/2 ST NW, , , , , , , 
45255,Y,524215974,1113,PAGE ST, , , , , , , 
45256,Y,529715978,316,10 1/2 ST NW, , , , , , , 
45257,Y,526415979,1109,PAGE ST, , , , , , , 
45258,Y,518215986,1118+,JOHN ST, , , , , , , 
45259,Y,530315991,304,11TH ST NW, , , , , , , 
45260,Y,1394515992,302-A,14TH ST NW, , , , , , , 
45261,Y,529115993,325,10TH ST NW, , , , , , , 
45262,Y,529915995,315-A,10 1/2 ST NW, , , , , , , 
45263,Y,527415998,1105,PAGE ST, , , , , , , 
45264,Y,518216004,1120+,JOHN ST, , , , , , , 
45265,Y,532516007,326+,10TH ST NW, , , , , , , 
45266,Y,533316012,314,10 1/2 ST NW, , , , , , , 
45267,Y,529516018,1101,PAGE ST, , , , , , , 
45268,Y,534416031,302,11TH ST NW, , ,per ADEPT early 2015, , , , 
45269,Y,532916035,321+,10TH ST NW, , , , , , , 
45270,Y,1394516040,302+,14TH ST NW, , , , , , , 
45271,Y,536316041,312+,10 1/2 ST NW, , , , , , , 
45272,Y,534616042,1120,PAGE ST, , , , , , , 
45273,Y,537216043,322,10TH ST NW, , , , , , , 
45274,Y,535916048,1118,PAGE ST, , , , , , , 
45275,Y,474815450,402,10 1/2 ST NW, , , , , , , 
45276,Y,474715465,360,14TH ST NW, , , , , , , 
45277,Y,475115468,8,UNIVERSITY CT, , , , , , , 
45278,Y,473415473,353,11TH ST NW, , , , , , , 
45279,Y,475415476,6,LATROBE CT, , , , , , , 
45280,Y,478415483,400,10 1/2 ST NW, , , , , , , 
