OBJECTID,BIN,ST_NUMBER,ST_UNIT,UNIT_TYPE,PREDIR,ST_NAME,SUFFIX,POSTDIR,ZIP,STSEGID,USE_TYPE,MasterAddressID
13146,297213636,2021,D12,APT, ,IVY,RD, ,22903, ,R,92287
13147,7953872,104,2,#, ,KENT,TER, ,22903, ,R,92288
13148,193212321,1214,,, ,AGNESE,ST, ,22901, ,R,92289
13149,150611723,2401,69,APT, ,ARLINGTON,BLVD, ,22903, ,R,92290
13150,150611772,2401,4,APT, ,ARLINGTON,BLVD, ,22903, ,R,92291
13151,150611772,2401,13,APT, ,ARLINGTON,BLVD, ,22903, ,R,92292
13152,82521155,1830,30,#, ,JEFFERSON PARK,AVE, ,22903, ,R,92293
13153,122835472,701,A,UNIT, ,ROCKLAND,AVE, ,22902, ,R,92294
13154,70910707,2114,234,#, ,ANGUS,RD, ,22901, ,C,92295
13155,74310727,2121,27,#, ,ANGUS,RD, ,22901, ,R,92296
13156,90391748,619,,, ,BELMONT,AVE, ,22902, ,R,92297
13157,93209485,322,,, ,RIVERSIDE,AVE, ,22902, ,R,92298
13158,129926239,957,,, ,RIVES,ST, ,22902, ,R,92299
13159,6790155,500,506,#, ,COURT,SQ, ,22902, ,R,92309
13160,680722036,107,2,#,W,MAIN,ST, ,22902, ,R,92310
13161,680722036,105,3,#,W,MAIN,ST, ,22902, ,C,92311
13162,80361000,1307,A,APT, ,KING,ST, ,22903, ,R,92312
13163,595416684,1110,1,#, ,WERTLAND,ST, ,22903, ,R,92313
13164,83121229,1900,11,#, ,JEFFERSON PARK,AVE, ,22903, ,R,92314
13165,83121262,1900,2,#, ,JEFFERSON PARK,AVE, ,22903, ,R,92315
13166,83631295,1904,6,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92316
13167,83631295,1904,7,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92317
13168,83631295,1904,8,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92318
13169,108914541,1500,13,LOT, ,CARLTON,AVE, ,22902, ,R,92319
13170,108914449,1500,17,LOT, ,CARLTON,AVE, ,22902, ,R,92320
13171,626716927,300,214,#, ,PRESTON,AVE, ,22902, ,C,92321
13172,626716927,300,304,#, ,PRESTON,AVE, ,22902, ,C,92322
13173,123555609,1014,11,#, ,RIDGE,ST, ,22902, ,R,92323
13174,123555609,1014,12,#, ,RIDGE,ST, ,22902, ,R,92324
13175,123555609,1014,13,#, ,RIDGE,ST, ,22902, ,R,92325
13176,69888562,804,D,UNIT,E,JEFFERSON,ST, ,22902, ,C,92326
13177,119175077,1604,,, ,DUBLIN,RD, ,22903, ,R,92327
13178,1349920,1947,,, ,MICHAEL,PL, ,22901, ,R,92328
13179,1369915,2421,,, ,HILLWOOD,PL, ,22901, ,R,92329
13180,83479026,110,D,UNIT, ,GOODMAN,ST, ,22902, ,C,92330
13181,1474619571,806,B,UNIT, ,NASSAU,ST, ,22902, ,R,92331
13182,65210601,1611,A,APT, ,RICKY,RD, ,22901, ,R,92332
13183,74110748,2023,E,UNIT, ,MICHIE,DR, ,22901, ,R,92333
13184,613916870,506,,, ,PARK,ST, ,22902, ,I,92334
13185,693417207,609,110,#,E,MARKET,ST, ,22902, ,C,92335
13186,645279,310,100,#, ,4TH,ST,NE,22902, ,C,92336
13187,90061656,2112,7,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92337
13188,83631295,1904,40,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92338
13189,87111491,208,,, ,SHAMROCK,RD, ,22903, ,R,92339
13190,87131506,210,,, ,SHAMROCK,RD, ,22903, ,R,92340
13191,239612980,1824,,, ,WINSTON,RD, ,22903, ,R,92341
13192,240412994,1827,,, ,FENDALL,AVE, ,22903, ,R,92342
13193,245313010,1843,,, ,EDGEWOOD,LN, ,22903, ,R,92343
13194,246513043,1818,,, ,WINSTON,RD, ,22903, ,R,92344
13195,253213112,1826,,, ,FENDALL,AVE, ,22903, ,R,92345
13196,253313096,1844,,, ,EDGEWOOD,LN, ,22903, ,R,92346
13197,51710438,1709,B,UNIT, ,CEDAR HILL,RD, ,22901, ,R,92347
13198,41310280,1921,B,UNIT, ,SWANSON,DR, ,22901, ,R,92348
13199,38217174,2115,A,UNIT, ,HYDRAULIC,RD, ,22901, ,C,92349
13200,431415057,817,B,APT, ,WATSON,AVE, ,22901, ,R,92350
13201,431415057,817,A,APT, ,WATSON,AVE, ,22901, ,R,92351
13202,122185400,2525,3,#, ,WOODLAND,DR, ,22903, ,R,92389
13203,108914538,1500,14,LOT, ,CARLTON,AVE, ,22902, ,R,92390
13204,626716927,300,312,#, ,PRESTON,AVE, ,22902, ,C,92391
13205,119195088,701,,, ,HIGHLAND,AVE, ,22903, ,R,92392
13206,108933688,110,,, ,LANKFORD,AVE, ,22902, ,R,92393
13207,711320829,501,100,#,E,MAIN,ST, ,22902, ,C,92394
13208,7663802,1815,12,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,92395
13209,240712970,1838,,, ,FENDALL,AVE, ,22903, ,R,92396
13210,70910707,2114,226,#, ,ANGUS,RD, ,22901, ,C,92398
13211,33517170,1924,6,#, ,SWANSON,DR, ,22901, ,R,92399
13212,230412794,105,B,APT, ,MEGAN,CT, ,22901, ,R,92400
13213,695822450,107,1,APT,W,WATER,ST, ,22902, ,R,92401
13214,616016843,406,,, ,HEDGE,ST, ,22902, ,R,92402
13215,67738482,820,9,#,E,HIGH,ST, ,22902, ,C,92403
13216,1466917423,948,,, ,RAYMOND,RD, ,22902, ,R,92404
13217,7010228,250,203,#,W,MAIN,ST, ,22902, ,R,92405
13218,138227339,1177,,, ,5TH,ST,SW,22903, ,C,92406
13219,100322588,930,,, ,5TH,ST,SW,22902, ,R,92407
13220,123055506,1503,,, ,EARLY,ST, ,22902, ,R,92408
13221,632516977,233,,, ,4TH,ST,NW,22903, ,C,92409
13222,633516979,227,,, ,5TH,ST,NW,22903, ,R,92410
13223,216312662,1625,,, ,RUGBY,AVE, ,22903, ,R,92411
13224,220912704,1839,,, ,WINSTON,RD, ,22903, ,R,92412
13225,112114152,2309,,, ,CRESTMONT,AVE, ,22903, ,R,92413
13226,119795142,320,,, ,CLEVELAND,AVE, ,22903, ,R,92414
13227,84119081,114,A,UNIT, ,GOODMAN,ST, ,22902, ,C,92415
13228,497417425,301,3041,APT,,15TH,ST,NW,22903, ,R,92416
13229,497417425,301,5017,APT,,15TH,ST,NW,22903, ,R,92417
13230,768417160,210,34,UNIT, ,10TH,ST,NE,22902, ,R,92418
13231,1469017454,540,A,UNIT, ,CLEVELAND,AVE, ,22903, ,R,92419
13232,103032892,637,C,UNIT, ,BLENHEIM,AVE, ,22902, ,R,92420
13233,101102736,711,,, ,BOLLING,AVE, ,22902, ,R,92421
13234,88201822,977,,, ,2ND,ST,SE,22902, ,C,92422
13235,87529256,1406,,, ,SHORT 18TH,ST, ,22902, ,R,92423
13236,424114985,406,,, ,14TH,ST,NW,22903, ,I,92424
13237,119811331,1413,,, ,FOXBROOK,LN, ,22901, ,R,92425
13238,122111355,1605,,, ,CONCORD,DR, ,22901, ,R,92426
13239,56610506,2115,,, ,TARLETON,DR, ,22901, ,R,92427
13240,140445365,1503,,, ,6TH,ST,SE,22902, ,C,92428
13241,1421817450,840,,, ,VILLAGE,RD, ,22903, ,R,92429
13242,560217489,1419,7,#,,UNIVERSITY,AVE,,22903, ,R,92430
13243,96139591,313,B,APT, ,RIVERSIDE,AVE, ,22902, ,R,92431
13244,109873754,811,,, ,ORANGEDALE,AVE, ,22903, ,R,92432
13245,87141468,401,A,UNIT, ,VALLEY RD,EXT, ,22903, ,R,92433
13246,59888197,1324,B,APT, ,WILLOW,DR, ,22902, ,R,92489
13247,1394515877,304,4,APT, ,14TH,ST,NW,22903, ,R,92490
13248,112334170,612,,, ,BAILEY,RD, ,22903, ,R,95206
13249,539517481,7,,, ,ELLIEWOOD,AVE, ,22903, ,C,95207
13250,84599084,116,,, ,GOODMAN,ST, ,22902, ,R,95208
13251,629117020,253,,, ,RIDGE MCINTIRE,RD, ,22903, ,C,95209
13252,377414431,309,,, ,KENT,RD, ,22903, ,R,95210
13253,110994035,913,,, ,BLENHEIM,AVE, ,22902, ,R,95211
13254,111724071,904,,, ,BLENHEIM,AVE, ,22902, ,R,95213
13255,111854079,806,,, ,MONTROSE,AVE, ,22902, ,R,95214
13256,111874150,919,,, ,BLENHEIM,AVE, ,22902, ,R,95215
13257,112444220,1001,,, ,BLENHEIM,AVE, ,22902, ,R,95216
13258,112484278,901,,, ,MONTROSE,AVE, ,22902, ,R,95217
13259,113044283,916,,, ,BLENHEIM,AVE, ,22902, ,R,95218
13260,1466619742,941,,, ,RAYMOND,RD, ,22902, ,R,95219
13261,127166001,2552,,, ,WOODLAND,DR, ,22903, ,R,95220
13262,127566034,2555,,, ,WOODLAND,DR, ,22903, ,R,95221
13263,132126599,111,,, ,AZALEA,DR, ,22903, ,R,95222
13264,132476616,108,,, ,AZALEA,DR, ,22903, ,R,95223
13265,82121112,127,,, ,OBSERVATORY,AVE, ,22903, ,R,95224
13266,82291134,105,,, ,CARROLLTON,TER, ,22903, ,R,95225
13267,82321138,113,,, ,OBSERVATORY,AVE, ,22903, ,R,95226
13268,83811289,105,,, ,WASHINGTON,AVE, ,22903, ,R,95227
13269,83821282,116,,, ,OBSERVATORY,AVE, ,22903, ,R,95228
13270,168411967,1621,,, ,CAMBRIDGE,CIR, ,22903, ,R,95229
13271,169012000,1108,,, ,HILLTOP,RD, ,22903, ,R,95230
13272,172912016,1306,,, ,RUGBY,RD, ,22903, ,R,95231
13273,173812066,1657,,, ,OXFORD,RD, ,22903, ,R,95232
13274,176212073,1649,,, ,OXFORD,RD, ,22903, ,R,95233
13275,176312071,1611,,, ,CAMBRIDGE,CIR, ,22903, ,R,95234
13276,122885494,730,,, ,VILLAGE,RD, ,22903, ,R,95235
13277,122905497,106,,, ,ERIC,PL, ,22903, ,R,95236
13278,102693188,128,B,APT, ,STRIBLING,AVE, ,22903, ,R,95237
13279,97442306,2300,A,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,95238
13280,150611723,2401,55,APT, ,ARLINGTON,BLVD, ,22903, ,R,95239
13281,94599538,1406,A,UNIT,E,MARKET,ST, ,22902, ,R,95240
13282,545116324,1215,C14,UNIT, ,WERTLAND,ST, ,22903, ,R,95241
13283,268613280,106,B,APT, ,STEWART,CIR, ,22903, ,R,95242
13284,397014643,802,3,#, ,CYNTHIANNA,AVE, ,22903, ,R,95243
13285,114564532,106,A,APT, ,SUNSET,AVE, ,22903, ,R,95244
13286,91771844,115,,, ,STRATFORD,CT, ,22903, ,R,95245
13287,82001105,109,,, ,HARMON,ST, ,22903, ,R,95246
13288,292513573,621,B,UNIT, ,NORTH,AVE, ,22901, ,R,95247
13289,191712289,1220,A,APT, ,HOLMES,AVE, ,22901, ,R,95248
13290,110311206,1624,,, ,YORKTOWN,DR, ,22901, ,R,95287
13291,112511258,1423,,, ,KENWOOD,LN, ,22901, ,R,95288
13292,112611237,1621,,, ,YORKTOWN,DR, ,22901, ,R,95289
13293,114711268,1448,,, ,KENWOOD,LN, ,22901, ,R,95290
13294,115311279,1444,,, ,KENWOOD,LN, ,22901, ,R,95291
13295,115711281,1611,,, ,GROVE,RD, ,22901, ,R,95292
13296,89551629,526,1,#, ,RIDGE,ST, ,22902, ,R,95389
13297,81021022,107,B,APT, ,KENT,TER, ,22903, ,R,95390
13298,108693623,798,,, ,PROSPECT,AVE, ,22903, ,R,95391
13299,416614913,1025,,, ,GRADY,AVE, ,22903, ,R,95392
13300,422714936,801,,, ,HENRY,AVE, ,22903, ,R,95393
13301,629117020,245,,, ,RIDGE MCINTIRE,RD, ,22903, ,C,95394
13302,560217489,1409,,, ,UNIVERSITY,AVE, ,22903, ,C,95395
13303,798917327,318,33,#, ,4TH,ST,SE,22902, ,R,95396
13304,787820115,200,606,#, ,GARRETT,ST, ,22902, ,R,95397
13305,103012912,759,B,UNIT, ,RIDGE,ST, ,22902, ,R,95398
13306,533816080,630,R,UNIT, ,PARK,ST, ,22902, ,R,95399
13307,85661426,517,F,UNIT, ,RIDGE,ST, ,22902, ,R,95400
13308,548517482,101,,, ,ELLIEWOOD,AVE, ,22903, ,C,95401
13309,195412318,1527,,, ,OXFORD,RD, ,22903, ,R,95402
13310,1464917194,194,,, ,BROOKWOOD,DR, ,22902, ,R,95403
13311,453215259,2008,,, ,LEWIS MOUNTAIN,RD, ,22903, ,R,95404
13312,89491664,1309,,, ,CHERRY,AVE, ,22903, ,R,95405
13313,102732858,110,B,APT, ,OLINDA,DR, ,22903, ,R,95406
13314,357814149,730,B,UNIT, ,MADISON,AVE, ,22903, ,R,95407
13315,7881935,1800,1006,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,95408
13316,692022449,118,A,UNIT,W,MAIN,ST, ,22902, ,R,95409
13317,711320829,501,200,#,E,MAIN,ST, ,22902, ,C,95410
13318,1436919616,225,203,APT, ,14TH,ST,NW,22903, ,R,95411
13319,89961667,1409,,, ,BAKER,ST, ,22903, ,R,95413
13320,459215336,406,A,APT, ,12TH,ST,NW,22903, ,R,95414
13321,7714707,114,A,UNIT, ,CHELSEA,DR, ,22903, ,R,95415
13322,62768308,1200,C,UNIT, ,POPLAR,ST, ,22902, ,R,95416
13323,75518756,402,A,UNIT, ,13TH,ST,NE,22902, ,R,95417
13324,7979930,1800,93,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,95418
13325,522715920,326,B,APT, ,10 1/2,ST,NW,22903, ,R,95419
13326,134596920,1000,209,#, ,LINDEN,AVE, ,22902, ,R,95420
13327,1013120017,1518,202,#,E,MARKET,ST, ,22902, ,R,95421
13328,7923894,2010,15,#, ,STADIUM,RD, ,22903, ,R,94857
13329,7943920,2006,7,#, ,STADIUM,RD, ,22903, ,R,94858
13330,7943920,2006,8,#, ,STADIUM,RD, ,22903, ,R,94859
13331,7823803,307,1/2,UNIT, ,5TH,ST,SW,22903, ,R,94860
13332,7921851,336,B,UNIT, ,7 1/2,ST,SW,22903, ,R,94861
13333,7602585,218,A,APT, ,5TH,ST,SW,22903, ,R,94862
13334,7602585,218,B,APT, ,5TH,ST,SW,22903, ,R,94863
13335,81471368,411,B,UNIT, ,GARRETT,ST, ,22902, ,R,94864
13336,132416638,217,,, ,OLD LYNCHBURG,RD, ,22903, ,R,95278
13337,706820401,201,,,W,WATER,ST, ,22902, ,C,95279
13338,436115131,1937,,, ,LEWIS MOUNTAIN,RD, ,22903, ,R,95280
13339,97111009,104,,, ,BRANDYWINE,CT, ,22901, ,R,95281
13340,103511100,126,,, ,BRANDYWINE,CT, ,22901, ,R,95282
13341,118011318,1616,,, ,GROVE,RD, ,22901, ,R,95283
13342,107611169,1628,,, ,YORKTOWN,DR, ,22901, ,R,95284
13343,107711183,108,,, ,WARREN,LN, ,22901, ,R,95285
13344,106713377,1017,,, ,6TH,ST,SE,22902, ,R,95460
13345,13933261,770,1A,UNIT, ,WALKER,SQ, ,22903, ,R,95461
13346,13933261,770,2D,UNIT, ,WALKER,SQ, ,22903, ,R,95462
13347,849854,112,,, ,DENICE,LN, ,22901, ,R,95463
13348,919862,103,,, ,MARIE,PL, ,22901, ,R,95464
13349,929871,2317,,, ,GREENBRIER,DR, ,22901, ,R,95465
13350,939863,106,,, ,MARIE,PL, ,22901, ,R,95466
13351,118935058,1412,A,UNIT, ,VINE,ST, ,22902, ,R,95467
13352,117834932,1406,B,APT, ,VINE,ST, ,22902, ,R,95468
13353,182712163,1924,107,#, ,ARLINGTON,BLVD, ,22903, ,C,95469
13354,182712163,1924,205,#, ,ARLINGTON,BLVD, ,22903, ,C,95470
13355,316413818,1111,6B,APT, ,PRESTON,AVE, ,22903, ,R,95471
13356,959866,108,,, ,KERRY,LN, ,22901, ,R,95472
13357,969878,2313,,, ,GREENBRIER,DR, ,22901, ,R,95473
13358,1049880,2507,,, ,KERRY,LN, ,22901, ,R,95474
13359,1059885,2307,,, ,GREENBRIER,DR, ,22901, ,R,95475
13360,194712315,1219,,, ,HOLMES,AVE, ,22901, ,R,95476
13361,194812313,605,,, ,ELIZABETH,AVE, ,22901, ,R,95477
13362,199012453,633,,, ,ELIZABETH,AVE, ,22901, ,R,95478
13363,199212388,613,,, ,ELIZABETH,AVE, ,22901, ,R,95479
13364,199412384,1211,,, ,AGNESE,ST, ,22901, ,R,95480
13365,205112505,635,,, ,ELIZABETH,AVE, ,22901, ,R,95481
13366,149111701,1408,A,APT, ,GENTRY,LN, ,22903, ,R,95482
13367,33517170,1924,12,#, ,SWANSON,DR, ,22901, ,R,95483
13368,7558530,106,209,#,W,SOUTH,ST, ,22902, ,C,95484
13369,7743766,600,D,UNIT,E,WATER,ST, ,22902, ,C,95485
13370,7923894,2010,16,#, ,STADIUM,RD, ,22903, ,R,95486
13371,7943920,2006,9,#, ,STADIUM,RD, ,22903, ,R,95487
13372,7291409,215,2A,UNIT, ,5TH,ST,SW,22903, ,R,95488
13373,130456656,513,,, ,HARRIS,RD, ,22903, ,R,95509
13374,132766975,1002,207,#, ,LINDEN,AVE, ,22902, ,R,95510
13375,357814305,768,B,UNIT, ,MADISON,AVE, ,22903, ,R,95511
13376,108323883,2310,A,UNIT, ,CRESTMONT,AVE, ,22903, ,R,95512
13377,113574415,1511,A,APT, ,ANTOINETTE,AVE, ,22903, ,R,95513
13378,39787716,1010,A,UNIT, ,CALHOUN,ST, ,22901, ,R,95515
13379,1409713293,1115,,, ,ST CHARLES,CT, ,22901, ,R,95516
13380,467015441,1945,,, ,THOMSON,RD, ,22903, ,R,95517
13381,7357426,301,1,#, ,7 1/2,ST,SW,22903, ,R,95518
13382,1394415847,313,4,APT, ,13TH,ST,NW,22903, ,R,95519
13383,48927946,1226,A,APT, ,RIVER VISTA,AVE, ,22901, ,R,95520
13384,102703008,219,A,APT, ,STRIBLING,AVE, ,22903, ,R,95521
13385,100792963,155,B,UNIT, ,STRIBLING,AVE, ,22903, ,R,95522
13386,51047998,1202,A,APT, ,LANDONIA,CIR, ,22901, ,R,95523
13387,40277726,1227,B,APT, ,COLEMAN,CT, ,22901, ,R,95524
13388,6840171,419,3,#, ,BRANDON,AVE, ,22903, ,R,95525
13389,174212076,120,,, ,BUCKINGHAM,RD, ,22903, ,R,91010
13390,175412065,1874,,, ,FIELD,RD, ,22903, ,R,91011
13391,180112129,118,,, ,BUCKINGHAM,RD, ,22903, ,R,91012
13392,128426198,905,,, ,ROCKLAND,AVE, ,22902, ,R,91104
13393,93729509,229,,, ,DOUGLAS,AVE, ,22902, ,C,91202
13394,85901338,1910,9,UNIT, ,JEFFERSON PARK,AVE, ,22903, ,R,91301
13395,592116656,517,,, ,PARK,ST, ,22902, ,R,91304
13396,593816701,500,,, ,PARK,ST, ,22902, ,C,91305
13397,115324635,1414,,, ,MIDLAND,ST, ,22902, ,R,91306
13398,115344695,617,,, ,RIVES,ST, ,22902, ,R,91307
13399,115354648,1306,,, ,HAMPTON,ST, ,22902, ,R,91308
13400,116034713,718,,, ,FRANKLIN,ST, ,22902, ,R,91309
13401,116184804,779,,, ,RIVES,ST, ,22902, ,R,91310
13402,117514923,603,,, ,MASON,ST, ,22902, ,R,91311
13403,128006068,1461,,, ,AVON,ST, ,22902, ,R,91312
13404,390014535,602,,, ,13TH,ST,NW,22903, ,R,91313
13405,392714573,510,,, ,14TH,ST,NW,22903, ,R,91314
13406,85009102,704,,, ,GRAVES,ST, ,22902, ,R,91315
13407,78858888,1117,C,STE,E,MARKET,ST, ,22902, ,C,91316
13408,78858888,1117,E,STE,E,MARKET,ST, ,22902, ,C,91317
13409,84699155,1144,B,UNIT,E,MARKET,ST, ,22902, ,C,91318
13410,86689179,1200,B,APT,E,MARKET,ST, ,22902, ,R,91319
13411,129736322,917,,, ,ROCKLAND,AVE, ,22902, ,R,91105
13412,131416479,1000,,, ,ROCKLAND,AVE, ,22902, ,R,91106
13413,131466535,419,,, ,QUARRY,RD, ,22902, ,R,91107
13414,1395915218,800,,, ,HENRY,AVE, ,22903, ,R,91108
13415,105863719,1335,,, ,CARLTON,AVE, ,22902, ,C,91109
13416,132956684,818,,, ,ROUGEMONT,AVE, ,22902, ,R,91110
13417,93939530,1403,,, ,BURGESS,LN, ,22902, ,R,91111
13418,7879838,1220,,, ,GROVE,ST, ,22903, ,R,91112
13419,40610283,2233,,, ,BANBURY,ST, ,22901, ,R,91113
13420,47610356,2230,,, ,BANBURY,ST, ,22901, ,R,91114
13421,48410380,2225,,, ,BANBURY,ST, ,22901, ,R,91115
13422,79088922,315,,, ,CAROLINE,AVE, ,22902, ,R,91116
13423,543420126,211,,, ,14TH,ST,NW,22903, ,R,91117
13424,139269048,203,,, ,DOUGLAS,AVE, ,22902, ,R,91118
13425,108803650,1016,,, ,TUFTON,AVE, ,22902, ,R,91119
13426,912017337,104,,, ,ELLIOTT,AVE, ,22902, ,R,91120
13427,136157094,614,,, ,MOSELEY,DR, ,22903, ,R,91121
13428,643217043,418,,, ,7TH,ST,NE,22902, ,R,91122
13429,134116874,1661,,, ,MERIDIAN,ST, ,22902, ,R,91123
13430,768417160,210,22,UNIT, ,10TH,ST,NE,22902, ,R,91124
13431,7864895,1819,402,APT, ,JEFFERSON PARK,AVE, ,22903, ,R,91125
13432,84981357,313,,, ,VALLEY RD,EXT, ,22903, ,R,91126
13433,290313519,1129,3A,APT, ,PRESTON,AVE, ,22903, ,R,91127
13434,92311885,1524,B,APT, ,BROAD,AVE, ,22903, ,R,91128
13435,82971277,500,703,#, ,1ST,ST,S,22902, ,R,91129
13436,136311522,1434,,, ,RUGBY,RD, ,22903, ,R,94481
13437,120711341,102,,, ,PETERSON,PL, ,22901, ,R,94482
13438,54410469,2117,,, ,TARLETON,DR, ,22901, ,R,94483
13439,58510521,1608,,, ,JAMESTOWN,DR, ,22901, ,R,94484
13440,326413862,114,,, ,WESTWOOD,CIR, ,22903, ,R,94485
13441,334013923,141,,, ,BIRDWOOD,CT, ,22903, ,R,94486
13442,62110557,2216,,, ,BANBURY,ST, ,22901, ,R,94487
13443,406214709,608,,, ,11TH,ST,NW,22903, ,R,94488
13444,434215076,502,,, ,12TH,ST,NW,22903, ,R,94489
13445,417314866,716,,, ,MCINTIRE,RD, ,22902, ,R,94490
13446,72788697,1101,,,E,JEFFERSON,ST, ,22902, ,C,94491
13447,288413491,1122,,, ,PARK,ST, ,22901, ,R,94492
13448,322813986,1150,,, ,ROSE HILL,DR, ,22903, ,C,94493
13449,145111689,2005,,, ,HESSIAN,RD, ,22903, ,R,94494
13450,20510021,2212,,, ,BRANDYWINE,DR, ,22901, ,R,94495
13451,23310067,1669,,, ,BRANDYWINE,DR, ,22901, ,R,94496
13452,98011049,1717,,, ,GALLOWAY,DR, ,22901, ,R,94497
13453,69918581,911,,,E,JEFFERSON,ST, ,22902, ,C,94498
13454,382214438,1410,22,#, ,GRADY,AVE, ,22903, ,R,94499
13455,87811501,714,,, ,LEVY,AVE, ,22902, ,R,94500
13456,88481554,610,,, ,HINTON,AVE, ,22902, ,R,94501
13457,106563346,812,,, ,BOLLING,AVE, ,22902, ,R,94502
13458,367214298,1117,4,#, ,FOREST,ST, ,22903, ,R,94503
13459,938817289,759,6,#, ,BELMONT,AVE, ,22902, ,R,94504
13460,953217287,767,2,#, ,BELMONT,AVE, ,22902, ,R,94505
13461,107073414,304,A,APT, ,CARLTON,RD, ,22902, ,R,94506
13462,1506717167,156,103,STE, ,CARLTON,RD, ,22902, ,C,94507
13463,742620843,108,304,#, ,5TH,ST,SE,22902, ,R,94508
13464,742620843,108,307,#, ,5TH,ST,SE,22902, ,R,94509
13465,70233279,408,306,#,E,MARKET,ST, ,22902, ,R,94510
13466,6785154,401,24,#,E,MARKET,ST, ,22902, ,C,94511
13467,81971104,406,5,#, ,RIDGE,ST, ,22902, ,R,94512
13468,71633345,407,A,UNIT,E,MAIN,ST, ,22902, ,R,94513
13469,754320818,107,B,UNIT, ,5TH,ST,SE,22902, ,C,94514
13470,754320818,107,C,UNIT, ,5TH,ST,SE,22902, ,C,94515
13471,7303460,1712,4,#, ,JEFFERSON PARK,AVE, ,22903, ,R,94516
13472,7303460,1712,5,#, ,JEFFERSON PARK,AVE, ,22903, ,R,94517
13473,71148620,308,1,STE, ,10TH,ST,NE,22902, ,C,94518
13474,68028512,1011,B,STE, ,LITTLE HIGH,ST, ,22902, ,C,94519
13475,7667634,410,800,#,E,WATER,ST, ,22902, ,C,94520
13476,7667634,410,300,#,E,WATER,ST, ,22902, ,C,94521
13477,7667634,410,400,#,E,WATER,ST, ,22902, ,C,94522
13478,63658352,1201,B,UNIT, ,SYCAMORE,ST, ,22902, ,R,94523
13479,1271718781,815,,, ,ROCKLAND,AVE, ,22902, ,R,94533
13480,1502718782,507,,, ,HANOVER,ST, ,22903, ,R,94534
13481,121715308,1412,,, ,EARLY,ST, ,22902, ,R,94535
13482,122025361,1416,,, ,EARLY,ST, ,22902, ,R,94536
13483,101642717,121,,, ,BURNET,ST, ,22902, ,R,94537
13484,130186361,2522,B,APT, ,NAYLOR,ST, ,22903, ,R,94538
13485,80701003,117,1,#, ,HARMON,ST, ,22903, ,R,94539
13486,7769752,128,B,UNIT, ,HARMON,ST, ,22903, ,R,94540
13487,742620843,108,310,#, ,5TH,ST,SE,22902, ,R,94541
13488,742620843,108,301,#, ,5TH,ST,SE,22902, ,R,94542
13489,533816030,630,B,UNIT, ,PARK,ST, ,22902, ,R,94543
13490,1364818386,1115,403,APT, ,WERTLAND,ST, ,22903, ,R,94544
13491,1364818386,1115,404,APT, ,WERTLAND,ST, ,22903, ,R,94545
13492,570216405,802,4,#, ,ANDERSON,ST, ,22903, ,R,94546
13493,570216471,802,5,#, ,ANDERSON,ST, ,22903, ,R,94547
13494,632216987,909,101,STE,W,MAIN,ST, ,22903, ,C,94548
13495,787820115,200,405,#, ,GARRETT,ST, ,22902, ,R,94549
13496,787820115,200,406,#, ,GARRETT,ST, ,22902, ,R,94550
13497,787820115,200,508,#, ,GARRETT,ST, ,22902, ,R,94551
13498,7849796,300,1,#, ,4TH,ST,SE,22902, ,R,94552
13499,7849796,300,8,#, ,4TH,ST,SE,22902, ,R,94553
13500,7849796,300,21,#, ,4TH,ST,SE,22902, ,R,94554
13501,7849796,300,22,#, ,4TH,ST,SE,22902, ,R,94555
13502,787820115,200,511,#, ,GARRETT,ST, ,22902, ,R,94556
13503,787820115,200,512,#, ,GARRETT,ST, ,22902, ,R,94557
13504,787820115,200,604,#, ,GARRETT,ST, ,22902, ,R,94558
13505,787820115,200,605,#, ,GARRETT,ST, ,22902, ,R,94559
13506,8010984,1305,A,APT, ,KING,ST, ,22903, ,R,94560
13507,8010984,1305,B,APT, ,KING,ST, ,22903, ,R,94561
13508,554716269,715,1,#, ,WEST,ST, ,22903, ,R,94562
13509,81879012,1110,25E,UNIT,E,MARKET,ST, ,22902, ,C,94563
13510,102382826,752,3,#, ,RIDGE,ST, ,22902, ,R,94564
13511,414214804,508,,, ,13TH,ST,NW,22903, ,R,94565
13512,424314949,507,,, ,12TH,ST,NW,22903, ,R,94566
13513,425714956,506,,, ,12TH,ST,NW,22903, ,R,94567
13514,82458992,119,,, ,CHISHOLM,PL, ,22902, ,R,94568
13515,82719000,114,,, ,CHISHOLM,PL, ,22902, ,R,94569
13516,82819005,117,,, ,CHISHOLM,PL, ,22902, ,R,94570
13517,385414469,728,,, ,MCINTIRE,RD, ,22902, ,R,94571
13518,391414549,726,,, ,MCINTIRE,RD, ,22902, ,R,94572
13519,404914724,720,,, ,MCINTIRE,RD, ,22902, ,R,94573
13520,411114805,718,,, ,MCINTIRE,RD, ,22902, ,R,94574
13521,90010960,1285,,, ,KENWOOD,LN, ,22901, ,R,94575
