GPIN,PIN,UseCode,YearBuilt,Area_SqFT,Source,Risk,IsMultiParcelPolygon,Zoning
4296,130009000,Church,2012,3975,Commercial,1,NA,R-1U
4431,130073000,Church,1966,10500,Commercial,1,NA,R-1U
4431,130073000,Church,1966,6596,Commercial,1,NA,R-1U
4431,130073000,Church,1966,30678,Commercial,1,NA,R-1U
6514,160004000,Apartments 1-10 units,1935,6861,Commercial,2,NA,R-3
6549,160005000,Apartments over 20 units,1961,8242,Commercial,2,NA,R-3
6884,160009000,Apartments 1-10 units,2007,10428,Commercial,2,NA,R-3
6884,160009000,Apartments 1-10 units,2007,2900,Commercial,2,NA,R-3
6954,160010100,Apartments 1-10 units,1972,8804,Commercial,2,NA,R-3
7191,160012000,Apartments 1-10 units,1970,2919,Commercial,2,NA,R-3
7240,160013100,Apartments 1-10 units,1967,NA,Commercial,2,NA,R-3
7295,160014100,Apartments 1-10 units,1958,2838,Commercial,2,NA,R-3
6667,160022000,Apartments 1-10 units,1952,NA,Commercial,2,NA,R-2U
7450,160033000,Apartments 1-10 units,1987,11523,Commercial,2,NA,R-3
7450,160033000,Apartments 1-10 units,1987,888,Commercial,2,NA,R-3
7479,160034000,Apartments 11-20 Units,1984,8374,Commercial,2,NA,R-3
7605,160035000,Apartments 1-10 units,1999,12200,Commercial,2,NA,R-3
7605,160035000,Apartments 1-10 units,1999,6100,Commercial,2,NA,R-3
7778,160036000,Apartments 1-10 units,1950,2808,Commercial,2,NA,R-3
7663,160037000,Apartments over 20 units,2001,50000,Commercial,2,NA,R-3
7864,160038000,Apartments 11-20 Units,1991,23440,Commercial,2,NA,R-3
7864,160038000,Apartments 11-20 Units,1991,300,Commercial,2,NA,R-3
7636,160040000,Apartments 1-10 units,1957,5976,Commercial,2,NA,R-3
7722,160040100,Apartments 1-10 units,1957,NA,Commercial,2,NA,R-3
7714,160040200,Apartments 1-10 units,1957,NA,Commercial,2,NA,R-3
7340,160043000,Apartments 1-10 units,1940,3860,Commercial,2,NA,R-2U
8020,160054000,Apartments 11-20 Units,1972,10242,Commercial,2,NA,R-3
8249,160055000,Apartments 1-10 units,1933,5000,Commercial,2,NA,R-3
8249,160055000,Apartments 1-10 units,1933,1386,Commercial,2,NA,R-3
8328,160056000,Apartments 1-10 units,1929,NA,Commercial,2,NA,R-3
8070,160083000,Apartments 1-10 units,1958,3020,Commercial,2,NA,R-2U
8243,160089000,Apartments 1-10 units,1926,NA,Commercial,2,NA,R-2U
8448,160091100,Apartments 1-10 units,1985,NA,Commercial,2,NA,R-3
8786,160092000,Apartments 1-10 units,0,NA,Commercial,2,NA,UHD
8632,160093000,Apartments over 20 units,1958,5716,Commercial,2,NA,UHD
8363,160100000,Apartments over 20 units,1971,38464,Commercial,2,NA,UHD
8312,160101000,Apartments 1-10 units,1984,13113,Commercial,2,NA,UHD
8312,160101000,Apartments 1-10 units,1984,1938,Commercial,2,NA,UHD
8312,160101000,Apartments 1-10 units,1984,350,Commercial,2,NA,UHD
8252,160102000,Apartments over 20 units,1966,30210,Commercial,2,NA,UHD
8405,160103000,Apartments 1-10 units,1964,5276,Commercial,2,NA,UHD
8259,160106000,Apartments 1-10 units,1950,2338,Commercial,2,NA,UHD
8259,160106000,Apartments 1-10 units,1950,101,Commercial,2,NA,UHD
8165,160108000,Apartments 11-20 Units,1958,6064,Commercial,2,NA,UHD
8073,160109000,Apartments 1-10 units,1950,2892,Commercial,2,NA,UHD
8163,160111000,Apartments 1-10 units,1988,7012,Commercial,2,NA,UHD
8163,160111000,Apartments 1-10 units,1988,176,Commercial,2,NA,UHD
8322,160114000,Apartments over 20 units,2005,39300,Commercial,2,NA,UHD
8138,160119000,Apartments 1-10 units,1968,3714,Commercial,2,NA,UHD
7916,160123000,Apartments 1-10 units,1947,NA,Commercial,2,NA,UHD
7953,160124000,Apartments 1-10 units,1952,3268,Commercial,2,NA,UHD
7953,160124000,Apartments 1-10 units,1952,77,Commercial,2,NA,UHD
7881,160129C00,Condominium Commercial,1966,NA,Commercial,2,1,UHD
7881,160129D00,Condominium Commercial,1966,NA,Commercial,2,1,UHD
8833,170009101,Apartments 1-10 units,1960,2003,Commercial,2,NA,R-2U
7981,170009110,Apartments 1-10 units,1933,3424,Commercial,2,NA,R-2U
8090,170009120,Apartments 1-10 units,1992,2200,Commercial,2,NA,R-2U
8090,170009120,Apartments 1-10 units,1992,600,Commercial,2,NA,R-2U
8190,170009130,Apartments 1-10 units,1960,1908,Commercial,2,NA,R-2U
8270,170009400,Apartments 1-10 units,1991,2200,Commercial,2,NA,R-2U
8270,170009400,Apartments 1-10 units,1991,600,Commercial,2,NA,R-2U
8473,170038000,Laundromat,1974,2300,Commercial,1,NA,NCC
8518,170039000,Neighborhood Shopping Ctr.,1967,8797,Commercial,2,NA,NCC
8603,170040000,Retail Store,1965,4709,Commercial,1,NA,NCC
8850,170041000,Service Repair Garage,1956,1580,Commercial,1,NA,NCC
8850,170041000,Service Repair Garage,1956,567,Commercial,1,NA,NCC
8722,170041100,Market,1963,2400,Commercial,2,NA,NCC
8724,170042000,Office Building,1988,23838,Commercial,2,NA,NCC
8724,170042000,Office Building,1988,20304,Commercial,2,NA,NCC
8746,170043000,Apartments 1-10 units,1939,4240,Commercial,2,NA,R-2U
8746,170043000,Apartments 1-10 units,1939,154,Commercial,2,NA,R-2U
9283,170072000,Storage Warehouse,1970,3254,Commercial,1,NA,NCC
9283,170072000,Storage Warehouse,1970,4171,Commercial,1,NA,NCC
9283,170072000,Storage Warehouse,1970,1697,Commercial,1,NA,NCC
9018,170073000,Restaurant,1923,1775,Commercial,1,NA,NCC
9018,170073000,Restaurant,1923,1395,Commercial,1,NA,NCC
9019,170074000,Restaurant,1925,3720,Commercial,1,NA,NCC
9019,170074000,Restaurant,1925,738,Commercial,1,NA,NCC
9020,170075000,Restaurant,1920,1344,Commercial,1,NA,NCC
9006,170077000,Apartments 1-10 units,1992,6714,Commercial,2,NA,UHD
9006,170077000,Apartments 1-10 units,1992,2304,Commercial,2,NA,UHD
9006,170077000,Apartments 1-10 units,1992,2266,Commercial,2,NA,UHD
8928,170079000,Apartments 1-10 units,1990,7581,Commercial,2,NA,UHD
8640,170082000,Apartments 1-10 units,2009,4851,Commercial,2,NA,R-3
8676,170083000,Apartments over 20 units,1993,40356,Commercial,2,NA,R-3
8789,170088000,Restaurant,1920,2787,Commercial,1,NA,NCCH
8238,170091000,Apartments 11-20 Units,1992,11662,Commercial,2,NA,R-3
NA,170091200,Apartments 1-10 units,1992,3030,Commercial,2,NA,NA
NA,170091200,Apartments 1-10 units,1992,13,Commercial,2,NA,NA
8158,170092000,Office Building,2009,7522,Commercial,2,NA,R-3
8158,170092000,Office Building,2009,5128,Commercial,2,NA,R-3
8158,170092000,Office Building,2009,12486,Commercial,2,NA,R-3
7923,170093000,Apartments over 20 units,1963,11508,Commercial,2,NA,R-3
8061,170093100,Apartments 11-20 Units,1963,12990,Commercial,2,NA,R-3
7909,170093200,Apartments 11-20 Units,1964,12990,Commercial,2,NA,R-3
7943,170093300,Apartments 11-20 Units,1963,8660,Commercial,2,NA,R-3
8583,170103100,Apartments 1-10 units,1957,5460,Commercial,2,NA,R-3
8294,170104000,Apartments 11-20 Units,1900,3753,Commercial,2,NA,R-3
8294,170104000,Apartments 11-20 Units,1900,2720,Commercial,2,NA,R-3
8294,170104000,Apartments 11-20 Units,1900,2176,Commercial,2,NA,R-3
8294,170104000,Apartments 11-20 Units,1900,7701,Commercial,2,NA,R-3
7351,170117000,Dormitory,1992,44380,Commercial,2,NA,MLTP
7351,170117000,Dormitory,1992,26175,Commercial,2,NA,MLTP
8985,17A012000,Market,1989,3539,Commercial,2,NA,MLTP
8957,17A014000,Fire Station (staff),0,25906,Commercial,1,NA,B-2
11160,180038000,Church,1963,2818,Commercial,1,NA,R-1S
11160,180038000,Church,1963,4580,Commercial,1,NA,R-1S
11160,180038000,Church,1963,105,Commercial,1,NA,R-1S
11530,180039400,Church,1963,11947,Commercial,1,NA,R-1S
10122,18A004000,Apartments 1-10 units,1950,4854,Commercial,2,NA,R-2
10122,18A004000,Apartments 1-10 units,1950,2104,Commercial,2,NA,R-2
10122,18A004000,Apartments 1-10 units,1950,118,Commercial,2,NA,R-2
14198,18A033000,Apartments 1-10 units,1923,5856,Commercial,2,NA,PUDH
14198,18A033000,Apartments 1-10 units,1923,1523,Commercial,2,NA,PUDH
11853,190034000,Clubhouse,1900,5616,Commercial,2,NA,R-1S
11853,190034000,Clubhouse,1900,6606,Commercial,2,NA,R-1S
13028,190057000,Apartments 1-10 units,1920,3438,Commercial,2,NA,R-1S
12689,200066000,Church,1920,1583,Commercial,1,NA,R-1S
12689,200066000,Church,1920,2964,Commercial,1,NA,R-1S
10659,210089000,Church,1953,3434,Commercial,1,NA,R-1S
10659,210089000,Church,1953,5252,Commercial,1,NA,R-1S
11284,210103000,Church,1954,10515,Commercial,1,NA,R-2
11284,210103000,Church,1954,10152,Commercial,1,NA,R-2
13042,21A125000,Church,1966,1882,Commercial,1,NA,R-2
13304,21B001000,Elementary Sch (Entire),1968,42751,Commercial,2,NA,R-2
13850,21B002000,Warehouse Showroom Store,1997,12520,Commercial,1,NA,HW
13822,21B002100,Convenience Market,1989,2500,Commercial,1,NA,HW
13825,21B002200,Fast Food Restaurant,1998,2828,Commercial,1,NA,HW
13801,21B002A00,Commercial,1989,8100,Commercial,2,NA,HW
13820,21B003000,Motel,2002,39000,Commercial,2,NA,HW
13845,21B003A00,Commercial,1997,6000,Commercial,2,NA,HW
13426,21B004000,Motel,2001,14959,Commercial,2,NA,HW
13601,21B004100,Neighborhood Shopping Ctr.,1984,35552,Commercial,2,NA,HW
13744,21B004200,Office Building,1986,23750,Commercial,2,NA,HW
13465,21B004400,Bank,1988,2160,Commercial,1,NA,HW
13539,21B004500,Office Building,1992,4032,Commercial,2,NA,HW
13580,21B004600,Commercial,1999,7029,Commercial,2,NA,HW
13580,21B004600,Commercial,1999,917,Commercial,2,NA,HW
13433,21B004700,"Motel Rm 2 Sty, Double Row",1999,14059,Commercial,2,NA,HW
13602,21B047000,Industrial Engineering,1995,8230,Commercial,1,NA,HW
13755,21B048000,Fast Food Restaurant,1986,3597,Commercial,1,NA,HW
13808,21B049000,Market,1987,1344,Commercial,2,NA,HW
13832,21B050000,Fast Food Restaurant,1995,2587,Commercial,1,NA,HW
13844,21B050100,Fast Food Restaurant,1998,1659,Commercial,1,NA,HW
8617,220064100,Group Care Home,1994,3286,Commercial,3,NA,R-2
10094,22A001000,Elementary Sch (Entire),1955,20880,Commercial,2,NA,R-1S
10094,22A001000,Elementary Sch (Entire),1955,30888,Commercial,2,NA,R-1S
10611,22A002000,Armory,1958,4316,Commercial,1,NA,R-1S
12746,22B179000,Apartments 11-20 Units,0,NA,Commercial,2,NA,PUD
17117,22B350000,Apartments over 20 units,NA,NA,Commercial,2,NA,PUD
7294,230004000,Apartments 1-10 units,1972,1884,Commercial,2,NA,R-1S
7809,230055000,Apartments 1-10 units,1981,2208,Commercial,2,NA,R-1S
7809,230055000,Apartments 1-10 units,1981,691,Commercial,2,NA,R-1S
7826,230056000,Apartments 1-10 units,1981,2208,Commercial,2,NA,R-1S
7826,230056000,Apartments 1-10 units,1981,691,Commercial,2,NA,R-1S
8133,230183000,Apartments 1-10 units,1991,2200,Commercial,2,NA,R-1S
8133,230183000,Apartments 1-10 units,1991,600,Commercial,2,NA,R-1S
8105,230192000,Elementary Sch (Entire),1965,23730,Commercial,2,NA,R-1S
8105,230192000,Elementary Sch (Entire),1965,28516,Commercial,2,NA,R-1S
8105,230192000,Elementary Sch (Entire),1965,14996,Commercial,2,NA,R-1S
10108,240109000,Apartments 1-10 units,1962,NA,Commercial,2,NA,R-1S
10158,240110000,Apartments 1-10 units,1962,NA,Commercial,2,NA,R-1S
10212,240111000,Apartments 1-10 units,1963,NA,Commercial,2,NA,R-1S
10255,240112000,Apartments 1-10 units,1962,NA,Commercial,2,NA,R-1S
9287,240121000,Clubhouse,1955,952,Commercial,2,NA,R-1S
9556,250003000,Apartments over 20 units,1970,5630,Commercial,2,NA,MR
11119,250008000,Church,1990,3746,Commercial,1,NA,R-1S
11119,250008000,Church,1990,3450,Commercial,1,NA,R-1S
10301,250037000,Apartments 1-10 units,1973,1952,Commercial,2,NA,R-1S
9844,250056100,Apartments 1-10 units,NA,NA,Commercial,2,NA,R-2H
9525,250064000,Apartments 1-10 units,1925,1524,Commercial,2,NA,R-2H
9525,250064000,Apartments 1-10 units,1925,438,Commercial,2,NA,R-2H
9525,250064000,Apartments 1-10 units,1925,270,Commercial,2,NA,R-2H
17096,250068410,Apartments 1-10 units,NA,NA,Commercial,2,NA,PUD
10238,250079000,Apartments 1-10 units,1925,NA,Commercial,2,NA,R-1SH
12355,25A041100,Apartments 11-20 Units,1983,5626,Commercial,2,NA,MR
12355,25A041100,Apartments 11-20 Units,1983,3092,Commercial,2,NA,MR
10816,260010000,Apartments 1-10 units,1920,NA,Commercial,2,NA,R-1SH
12173,260095000,Service Repair Garage,1977,11625,Commercial,1,1,B-3
NA,260097000,Condo Common Area,0,2700,Commercial,1,NA,NA
NA,260097000,Condo Common Area,0,24346,Commercial,1,NA,NA
14047,260097A00,Office Building,1940,0,Commercial,2,NA,B-3
14044,260097B00,Storage Warehouse,1940,6145,Commercial,1,1,B-3
14045,260097C00,Storage Warehouse,1940,4292,Commercial,1,NA,B-3
17154,260097D00,Storage Warehouse,1940,4588,Commercial,1,1,B-3
10934,260115000,Apartments over 20 units,1980,64430,Commercial,2,NA,MLTP
9311,270011100,Service Repair Garage,1964,4098,Commercial,1,NA,DE
9417,270013100,Office Building,1966,1440,Commercial,2,NA,DE
9461,270014000,Commercial,1925,2042,Commercial,2,NA,DE
9461,270014000,Commercial,1925,984,Commercial,2,NA,DE
9072,270019000,Apartments over 20 units,1980,6588,Commercial,2,NA,DE
9963,270091000,Commercial,2003,8687,Commercial,2,NA,MLTP
9544,270091A00,Multiple Commercial Use,2000,9784,Commercial,2,NA,MLTP
NA,280009000,Restaurant,1920,3311,Commercial,1,NA,NA
NA,280009100,Retail Store,1920,7292,Commercial,1,NA,NA
NA,280009100,Retail Store,1920,936,Commercial,1,NA,NA
6869,280010000,"Theaters, Cinema",1938,18900,Commercial,2,NA,DH
7068,280012000,Bar/tavern,1950,1576,Commercial,1,NA,DH
7120,280013000,Mixed Retail w/Res Units,1997,12312,Commercial,2,NA,DH
17202,280016100,Restaurant,0,4000,Commercial,1,NA,DH
6958,280018000,Mixed Retail w/Res Units,1960,15244,Commercial,2,NA,DH
6958,280018000,Mixed Retail w/Res Units,1960,25119,Commercial,2,NA,DH
6984,280019000,Mixed Retail w/Res Units,2000,64000,Commercial,2,NA,DH
7021,280020000,Office Building,1914,10244,Commercial,2,NA,DH
7197,280020100,Office Building,1914,10710,Commercial,2,NA,DH
7029,280021000,Retail Store,1950,1875,Commercial,1,NA,DH
7029,280021000,Retail Store,1950,2698,Commercial,1,NA,DH
7042,280022000,Mixed Retail w/Res Units,1920,2261,Commercial,2,NA,DH
7042,280022000,Mixed Retail w/Res Units,1920,1654,Commercial,2,NA,DH
7047,280023000,"Theaters, Cinema",1920,6397,Commercial,2,NA,DH
7047,280023000,"Theaters, Cinema",1920,5948,Commercial,2,NA,DH
7063,280024000,Office Building,1920,3749,Commercial,2,NA,DH
7063,280024000,Office Building,1920,959,Commercial,2,NA,DH
7078,280025000,Multiple Commercial Use,1920,3336,Commercial,2,NA,DH
7078,280025000,Multiple Commercial Use,1920,1826,Commercial,2,NA,DH
7091,280026000,Restaurant,1961,6042,Commercial,1,NA,DH
7199,280026100,Mixed Retail w/Res Units,1962,4257,Commercial,2,NA,DH
7104,280027000,Retail Store,1920,2620,Commercial,1,NA,DH
7213,280028000,"Theaters, Live Stage",2003,25879,Commercial,2,NA,DH
7272,280031000,Hotel,1967,2703,Commercial,3,NA,DH
7141,280034000,Retail Store,1920,5188,Commercial,1,NA,DH
7141,280034000,Retail Store,1920,6036,Commercial,1,NA,DH
7141,280034000,Retail Store,1920,697,Commercial,1,NA,DH
7162,280035000,Restaurant,1905,12536,Commercial,1,NA,DH
7171,280036000,Retail Store,1920,6634,Commercial,1,NA,DH
7309,280036300,Retail Store,1920,369,Commercial,1,NA,DH
NA,2800371A0,Office,1983,1249,Commercial,2,NA,NA
NA,2800371B0,Bank,1983,929,Commercial,1,NA,NA
7330,2800371C0,Office Building,1983,2240,Commercial,2,NA,DH
7178,280037A00,Bank,1920,2267,Commercial,1,1,DH
7178,280037A10,Commercial,0,2669,Commercial,2,1,DH
7178,280037C00,Multiple Commercial Use,1960,NA,Commercial,2,1,DH
NA,280038000,Bank,1916,10422,Commercial,1,NA,NA
NA,280038000,Bank,1916,12126,Commercial,1,NA,NA
7232,280040000,Bank,1957,22414,Commercial,1,NA,DH
7249,280041000,Office Building,1916,17895,Commercial,2,NA,DH
7249,280041000,Office Building,1916,1563,Commercial,2,NA,DH
7259,280042000,Retail Store,1908,27040,Commercial,1,NA,DH
7266,280043000,Office Building,1910,1380,Commercial,2,NA,DH
7266,280043000,Office Building,1910,14576,Commercial,2,NA,DH
7275,280044000,Retail Store,1910,2131,Commercial,1,NA,DH
7275,280044000,Retail Store,1910,660,Commercial,1,NA,DH
7275,280044000,Retail Store,1910,2116,Commercial,1,NA,DH
7275,280044000,Retail Store,1910,1000,Commercial,1,NA,DH
7308,280045000,Office Building,1954,8240,Commercial,2,NA,DH
7319,280046000,Retail Store,1915,4416,Commercial,1,NA,DH
7329,280047000,Office Building,1920,3686,Commercial,2,NA,DH
7329,280047000,Office Building,1920,836,Commercial,2,NA,DH
7339,280048000,Office Building,1920,6098,Commercial,2,NA,DH
7348,280049000,Retail Store,1920,1392,Commercial,1,NA,DH
7348,280049000,Retail Store,1920,2800,Commercial,1,NA,DH
7348,280049000,Retail Store,1920,1189,Commercial,1,NA,DH
7358,280050000,Retail Store,1946,10920,Commercial,1,NA,DH
7374,280051000,Retail Store,1968,12240,Commercial,1,NA,DH
7511,280051A00,Retail Store,0,5670,Commercial,1,NA,DH
7543,280051B00,Retail Store,0,12772,Commercial,1,NA,DH
7390,280052000,Restaurant,1920,2454,Commercial,1,NA,DH
7390,280052000,Restaurant,1920,2464,Commercial,1,NA,DH
7510,280058000,Office Building,1966,10552,Commercial,2,NA,DH
7510,280058000,Office Building,1966,11649,Commercial,2,NA,DH
7849,280060100,Apartments over 20 units,1924,31944,Commercial,2,NA,DEH
7667,2800601A0,Office,1904,2315,Commercial,2,1,WSH
7667,2800601B0,Office,1904,1507,Commercial,2,1,WSH
7667,2800601C0,Office,1904,1467,Commercial,2,1,WSH
7667,2800601D0,Office,1904,1992,Commercial,2,1,WSH
7667,2800601E0,Office,1904,NA,Commercial,2,1,WSH
7667,2800601F0,Office,1904,390,Commercial,2,1,WSH
7667,2800601G0,Office,1904,1677,Commercial,2,1,WSH
7667,2800601H0,Office,1904,1763,Commercial,2,1,WSH
7667,2800601I0,Office,1904,1629,Commercial,2,1,WSH
7667,2800601J0,Office,1904,1776,Commercial,2,1,WSH
7667,2800601K0,Office,1904,8861,Commercial,2,1,WSH
7660,280060200,Office,1904,1102,Commercial,2,NA,WSH
7448,280061000,Parking Structure,1993,147000,Commercial,1,1,WSH
7448,280061000,Parking Structure,1993,61000,Commercial,1,1,WSH
7448,280061000,Parking Structure,1993,128750,Commercial,1,1,WSH
7448,280061100,Parking Structure,1993,100,Commercial,1,1,WSH
7448,280061101,Office,1993,906,Commercial,2,1,WSH
7448,280061200,Parking Structure,1993,NA,Commercial,1,1,WSH
7448,280061300,Parking Structure,1993,100,Commercial,1,1,WSH
7448,280061400,Retail,1993,7898,Commercial,1,1,WSH
7448,280061500,Retail Store,1993,1324,Commercial,1,1,WSH
7448,280061600,Commercial,1993,1444,Commercial,2,1,WSH
7448,280061700,Commercial,1993,3493,Commercial,2,1,WSH
7448,280061800,Commercial,1993,906,Commercial,2,1,WSH
7448,280061900,Retail Store,1993,2625,Commercial,1,1,WSH
7448,280061A00,Parking Structure,1993,100,Commercial,1,1,WSH
7355,280076000,Restaurant,1920,1658,Commercial,1,NA,WSH
7355,280076000,Restaurant,1920,645,Commercial,1,NA,WSH
7292,280077000,Office Building,1925,1550,Commercial,2,NA,WSH
7292,280077000,Office Building,1925,405,Commercial,2,NA,WSH
7243,280078000,Office Building,1920,3400,Commercial,2,NA,WSH
7177,280079000,Restaurant,1935,1079,Commercial,1,NA,WSH
7153,280080000,Restaurant,1925,4036,Commercial,1,NA,WSH
7139,280080100,Multiple Commercial Use,0,1661,Commercial,2,1,WSH
7139,280080100,Multiple Commercial Use,0,1063,Commercial,2,1,WSH
NA,280080A00,Office Building,1941,1590,Commercial,2,NA,NA
7010,280084100,Office,1989,1081,Commercial,2,1,WSH
7010,2800841A0,Condominium Commercial,0,474,Commercial,2,1,WSH
7010,2800841B0,Office,1974,3236,Commercial,2,1,WSH
7010,2800841C0,Office,0,1582,Commercial,2,1,WSH
7010,280084200,Office,1989,2244,Commercial,2,1,WSH
7010,2800842A0,Office,0,2849,Commercial,2,1,WSH
7010,2800842B0,Office,1974,1771,Commercial,2,1,WSH
7010,280084300,Office,1989,5300,Commercial,2,1,WSH
7075,280084A00,Condominium Commercial,0,1381,Commercial,2,1,WSH
7075,280084B00,Condominium Commercial,0,1742,Commercial,2,1,WSH
7075,280084C00,Condominium Commercial,0,2286,Commercial,2,1,WSH
7075,280084D00,Condominium Commercial,0,1473,Commercial,2,1,WSH
7075,280084E00,Condominium Commercial,0,NA,Commercial,2,1,WSH
7075,280084F00,Condominium Commercial,0,7465,Commercial,2,1,WSH
7075,280084G00,Condominium Commercial,0,24239,Commercial,2,1,WSH
7075,280084H00,Office,0,21362,Commercial,2,1,WSH
7123,280093000,Apartments over 20 units,1981,71716,Commercial,2,NA,WSDH
7297,280094000,Apartments 1-10 units,1920,2332,Commercial,2,NA,SSH
7297,280094000,Apartments 1-10 units,1920,941,Commercial,2,NA,SSH
7338,280095000,Multiple Commercial Use,1920,2548,Commercial,2,NA,SSH
7373,280096000,Apartments 1-10 units,1920,1642,Commercial,2,NA,SSH
7373,280096000,Apartments 1-10 units,1920,639,Commercial,2,NA,SSH
7405,280097000,Apartments 1-10 units,1910,1654,Commercial,2,NA,SSH
7405,280097000,Apartments 1-10 units,1910,307,Commercial,2,NA,SSH
7436,280098000,Apartments 1-10 units,1920,2700,Commercial,2,NA,SSH
7436,280098000,Apartments 1-10 units,1920,475,Commercial,2,NA,SSH
7436,280098000,Apartments 1-10 units,1920,160,Commercial,2,NA,SSH
7469,280099000,Rooming House,1920,2328,Commercial,3,NA,SSH
7498,280100000,Rooming House,1920,3843,Commercial,3,NA,SSH
7498,280100000,Rooming House,1920,414,Commercial,3,NA,SSH
